screening_row_id,source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,abstract,abstract_source_url,abstract_retrieval_status,deduplication_review_group,removed_source_record_ids,notes,assigned_reviewer,kll_title_abstract_decision,kll_exclusion_reason,kll_notes,kss_title_abstract_decision,kss_exclusion_reason,kss_notes,final_title_abstract_decision,final_exclusion_reason
TA078,GS085,87,GDLC: A new Graph Deep Learning framework based on centrality measures for intrusion detection in IoT networks,"M Termos, Z Ghalmane, A Fadlallah, A Jaber, M Zghal",2024,,https://www.sciencedirect.com/science/article/pii/S2542660524001550,journal-article,Internet of Things,"The increasing growth of the Internet of Things (IoT) with the diverse and dynamic nature of devices made detecting and preventing network intrusions more important and challenging. As new and sophisticated cyber-attacks are being used, there is an increasing need for advanced intrusion detection systems that can adapt to emerging threats. The majority of existing methods in the literature lack a comprehensive consideration of complex network features namely the centrality measures. Previous works overlooked the potential insights that can be obtained from the structured relationships within network traffic data. In this study, we propose an approach called Graph Deep Learning framework based on Centrality measures (GDLC). Our approach includes an algorithm to dynamically select the most appropriate centrality measures according to the network’s topological properties created from traffic data. After that, they are integrated with Artificial Intelligence (AI) techniques, specifically the deep learning models: CNN, LSTM, and GRU. We tested our methodology on multiple publicly available cybersecurity datasets, having different network structures and sizes. First, we employ the Susceptible Infectious Recovered (SIR) model to validate the importance of the added centrality measures in identifying the most influential nodes that can be the subject of intrusion attacks. Then, through extensive experimentation and evaluation, we test the effectiveness of our approach in improving the accuracy of the Network Intrusion Detection System (NIDS). The obtained results indicate a significant enhancement in detection rates, that can reach up to 7.7%. This improvement demonstrates the practical value of our proposed methodology and highlights its high capacity to adapt to varying network structures. Integrating AI and complex network features is a promising approach for enhancing the capabilities of the Network Intrusion Detection System, contributing to a more resilient cybersecurity framework.",https://www.sciencedirect.com/science/article/abs/pii/S2542660524001550,retrieved_source_page,,,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KSS,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,no_deployment_relevance
TA079,CR029,,Adaptive Semi-Supervised Algorithm for Intrusion Detection and Unknown Attack Identification,"Li, Meng and Luo, Lei and Xiao, Kun and Wang, Geng and Wang, Yintao",2025,10.3390/app15041709,https://doi.org/10.3390/app15041709,journal-article,Applied Sciences,"Intrusion detection systems face significant challenges, including the inability to detect unknown threats and imbalances between normal and anomalous traffic. To address these limitations, we propose a semi-supervised intrusion detection algorithm based on GAN with a Transformer backbone for network security in IoT devices. To address the issue of imbalanced normal and anomalous traffic due to the diversity of network behavior and the difficulty that supervised algorithms experience in detecting unknown intrusions, we use only normal traffic as training data. By integrating the self-attention mechanism of Transformers, we leverage their ability to capture long-range dependencies in sequential data, enhancing the core capability of the GAN. The experimental results show that our algorithm achieves an F1-score of 95.2% and a false omission rate (FOR) of 10.7% on the CIC-IDS2017 dataset. On the Kitsune dataset, it attains an F1-score of 83.2% and a FOR of 15.8%. In real-world applications, when the algorithm was deployed on actual vehicle devices, it maintained strong performance with a FOR of 13%, further validating the practical applicability and value of the algorithm.",local:paper_text/R30.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA080,SL006,7,Federated transfer learning for rare attack class detection in network intrusion detection systems,Sri Abhijit Chunduru; Annie Jerusha Y.; Syed Ibrahim S. P.; Varadharajan Vijay,2025,10.1038/s41598-025-02068-x,https://link.springer.com/article/10.1038/s41598-025-02068-x,journal-article,Scientific Reports,"Federated learning (FL) offers a promising approach for training machine learning models with minimal data sharing, enhancing privacy and performance. However, building effective FL-based network intrusion detection systems (NIDS) remains challenging due to the need for large, diverse training datasets. Identifying rare attack types with limited instances is a persistent obstacle, and their detection is critical in cybersecurity. This research introduces a novel FL framework to address these challenges. By incorporating adaptive, personalized layers at the client level, the model reduces false alarm rates for zero-day attack types and improves the detection of rare classes. The model also leverages Transfer Learning (TL) to identify zero-day attacks, where client-specific gradients are collected and used to update a global model on the server side after multiple rounds of exposure to new data. The proposed sustainable framework aims to disseminate knowledge about rare attack types across clients through a server-based global model within the FL ecosystem. This study achieves two main objectives: (i) improving the detection of rare attack classes and (ii) identifying zero-day attacks in a NIDS context. Evaluations on the CSE-CICIDS-2018, Edge IIoT, and UNSW-NB 15 datasets, which encompass diverse class distributions, demonstrate that the proposed approach outperforms existing models in detecting and handling rare and novel attack types. The proposed model achieves 98.90% accuracy on CICIDS 2018, 98.70% on UNSW-NB 15, and 97.92% on Edge-IIoT, surpassing the FL-TL-CNN model by 2.78%, 1.51%, and 2.03%, respectively. These results highlight the effectiveness, robustness, and adaptability of the proposed approach in enhancing intrusion detection across heterogeneous network environments.",local:paper_text/R27.txt,retrieved_local_full_text_publisher_first_page_abstract,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA081,CR021,23,Causal Graph-Enhanced Deep Learning for Robust Anomaly Detection in Network Intrusion Detection Systems,Xiaoyan Yu,2025,10.1109/mlprae67267.2025.11290821,https://doi.org/10.1109/mlprae67267.2025.11290821,proceedings-article,"2025 2nd International Conference on Machine Learning, Pattern Recognition and Automation Engineering (MLPRAE)","We propose a novel anomaly detection framework for network intrusion detection systems (NIDS) that integrates causal inference with graph neural networks to address the limitations of conventional deep learning approaches. The key innovation lies in a two-stage causal learning pipeline, where a constraint-based causal discovery algorithm first constructs a directed acyclic graph representing genuine dependencies among network traffic features, which then informs the architecture of a graph attention network with causal constraints. This design enables the model to distinguish spurious correlations from causal relationships, significantly improving interpretability and robustness against zero-day attacks and adversarial evasion. The system combines reconstruction error with causal deviation metrics for anomaly scoring, while a causal-aware data augmentation strategy enhances adversarial robustness by selectively perturbing non-causal features. Experimental validation demonstrates superior performance over state-of-the-art methods, particularly in detecting sophisticated attacks that violate learned causal patterns. Moreover, the causal graph provides explainable evidence for security analysts, bridging the gap between black-box deep learning models and operational NIDS requirements. The proposed method maintains compatibility with existing NIDS components through standardized interfaces, offering a practical yet theoretically grounded solution for modern network security challenges.",https://openalex.org/W4417471660,retrieved_openalex_metadata,DRG003,GS110,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA082,GS078,80,Multi-objective evolutionary neural architecture search for network intrusion detection,"Q Lin, Z Liu, Y Yang, KC Wong, Y Lu, J Li",2024,10.1016/j.swevo.2024.101702,https://www.sciencedirect.com/science/article/pii/S2210650224002402,journal-article,Swarm and Evolutionary…,"Network Intrusion Detection (NID) becomes significantly important for protecting the security of information systems, as the frequency and complexity of network attacks are increasing with the rapid development of the Internet. Recent research studies have proposed various neural network models for NID, but they need to manually design the network architectures based on expert knowledge, which is very time-consuming. To solve this problem, this paper proposes a Multi-objective Evolutionary Neural Architecture Search (MENAS) method, which can automatically design neural network models for NID. First, a comprehensive search space is designed and then a weight-sharing mechanism is used to construct a supernet for NID, allowing each subnet to inherit weights from the supernet for direct performance evaluation. Subsequently, the subnets are encoded as chromosomes for multi-objective evolutionary search, which simultaneously optimizes two objectives: enhancing the model’s detection performance and reducing its complexity. To improve the search capability, a path-based crossover method is designed, which can iteratively refine the subnets’ architectures by simultaneously optimizing their accuracy and complexity for NID. At last, our MENAS method has been validated through extensive experiments on three well-known NID datasets: NSL-KDD, UNSW-NB15, and CICIDS2017. The experiments show that our MENAS method obtains an average 1.45% improvement on accuracy and an average 68.70% reduction on floating-point operations through multi-objective optimization process on six scenarios, which outperforms some state-of-the-art NID methods.",https://www.sciencedirect.com/science/article/pii/S2210650224002402,retrieved_source_webpage,DRG022,GS079,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KSS,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,no_deployment_relevance
TA083,SL002,2,Design and validation of a deep learning-based network intrusion detection algorithm,Dai Wanchang; Liu Yingfang; Diao Qi,2026,10.1007/s44163-026-00958-1,https://link.springer.com/article/10.1007/s44163-026-00958-1,journal-article,Discover Artificial Intelligence,"Network intrusion detection systems (NIDS) are essential for safeguarding contemporary communication networks, but it is still difficult to reliably identify sophisticated and dynamic cyberattacks from high-dimensional and unbalanced traffic data. Reduced detection performance results from the current intrusion detection methods’ frequent inability to simultaneously capture long-term temporal dependencies and localized traffic patterns.This research suggests an Adjusted Ebola Search–optimized Convolutional Gated Recurrent Neural Network (AES-CGR-NN) for efficient network intrusion detection to overcome this difficulty. The system combines Gated Recurrent Units (GRUs) for temporal attack behavior modeling with Convolutional Neural Networks (CNNs) for spatial feature extraction. Adjusted Ebola Search (AES) optimization adjusts network parameters adaptively to enhance convergence and classification accuracy.Prior to learning, missing value management, Z-score normalization, Principal Component Analysis (PCA) for dimensionality reduction, and Information Gain-based feature selection are used to preprocess traffic data to preserve the most valuable characteristics. Python is used to develop the suggested model, which is then assessed using common intrusion detection metrics on two benchmark datasets, Network Security Laboratory-Knowledge Discovery and Data Mining (NSL-KDD), Canadian Institute for Cybersecurity Intrusion Detection System 2017 (CIC-IDS-2017) dataset, and University of New South Wales-Network Benchmark 2015 Dataset(UNSW-NB15).According to experimental data, AES-CGR-NN outperforms baseline Deep Learning (DL) models in terms of accuracy, F1-score, recall and precision achieving high detection accuracy of 95.82% on NSL-KDD and 96.72% on UNSW-NB15. Additionally, statistical significance analysis and ablation tests validate the resilience and efficacy of the suggested framework. Overall, the findings show that through optimal spatial-temporal learning and adaptive parameter optimization, AES-CGR-NN offers a dependable and effective solution for network intrusion detection.",https://openalex.org/W7130932356,retrieved_openalex_metadata,DRG021,GS067,"The record proposes or compares a NIDS model on benchmark data, but the title and abstract do not report cross-dataset or domain-shift evaluation, a defined open-set or unseen-attack protocol, calibration or uncertainty assessment, or a concrete deployment-adaptation test.",KLL,exclude_at_title_abstract,no_deployment_relevance,KLL confirmed the advisory recommendation.,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance
TA084,GS041,42,Research on Multi Modal Network Intrusion Detection Method Based on Deep Neural Network,W Huang,2025,,https://ieeexplore.ieee.org/abstract/document/11307453/,journal-article,,"With the increasing complexity and concealment of network attacks, traditional intrusion detection systems (IDS) that rely on a single data source are inadequate in dealing with advanced persistent threats (APT) and zero day attacks. To address the issues of insufficient context awareness and inadequate feature fusion in single modal detection systems, this paper proposes an Attention based Multi modal Fusion Network for Intrusion Detection (AMF Net). This model designs a parallel dual branch heterogeneous network architecture that can simultaneously handle two complementary data modalities: network traffic data and system log data. Among them, the network traffic branch utilizes convolutional neural networks (CNN) to extract spatially correlated features from the transformed two-dimensional “traffic image”; The system log branch captures the temporal dependencies in the log event sequence through a bidirectional long short-term memory network (Bi LSTM). The core innovation of the model lies in the introduction of a cross modal attention fusion mechanism, which can dynamically adjust the weights of different modal features based on input data, achieving intelligent and efficient fusion of information. The simulation experiment results on the open dataset CIC-IDS2017 show that the AMF-Net model proposed in this paper is significantly superior to the single mode model and the fusion model using simple feature stitching in terms of key indicators such as accuracy, accuracy, recall and F1 score, which verifies the effectiveness and robustness of this method in improving the performance of network intrusion detection systems.",https://ieeexplore.ieee.org/abstract/document/11307453/,retrieved_source_webpage_metadata,,,Zero-day attacks appear only as motivation. The reported experiment uses CIC-IDS2017 and does not describe a held-out unknown-class or open-set evaluation.,KSS,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,no_deployment_relevance
TA085,IX014,,Toward Open-World Network Intrusion Detection via Open Recognition and Inspection,"Du, Lei and Chai, Yuhan and Jia, Yan and Fang, Binxing and Li, Hao and Gu, Zhaoquan",2025,10.1109/tifs.2025.3608666,https://doi.org/10.1109/TIFS.2025.3608666,journal-article,IEEE Transactions on Information Forensics and Security,"Deep learning is promising in open-world network intrusion detection, but current deep learning-based methods mainly focus on open recognition with properties that may not always hold and significantly neglect the inspection of unknown samples, increasing open space risks and manual inspection overhead for deployed models. To address these challenges in real-world environments, we propose a novel system, ORI, designed to tackle two critical tasks: 1) open recognition, including classifying known class samples while recognizing unknown ones, and 2) inspection, involving further inspecting samples recognized as unknown. Specifically, we reformulate open recognition as a binary classification task and propose a density-based method to recognize low-density samples as unknown while classifying known class samples with a closedworld classifier, thereby minimizing the risk associated with open spaces. To reduce the inspection overhead of samples recognized as unknown, we treat unknown sample inspection as a constrained clustering task, using a few manually inspected samples as constraints, and then assign labels to the remaining unknown samples via clustering. We evaluate our system against established open recognition and unknown sample inspection baselines through extensive experiments on three public datasets. Additionally, we simulated a security analyst inspecting unknown samples labeled by ORI. The experimental results demonstrate that ORI accurately classifies known class samples, recognizes unknown samples, and effectively labels samples recognized as unknown, enhancing both open recognition and inspection capabilities.",local:paper_text/R20.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA086,GS099,101,Deep Learning -Based Intrusion Detection: A CNN-LSTM-Transformer Approach for Enhanced Network Security,"D Liu, X Zheng, P Wang, J Chuan, Y Lv…",2025,10.1145/3759179.3760451,https://dl.acm.org/doi/abs/10.1145/3759179.3760451,proceedings-article,Proceedings of the 10th…,"This research proposes a hybrid deep learning model for network intrusion detection, combining Convolutional Neural Networks (CNNs), Long Short-Term Memory (LSTM) networks, and Transformers to address the limitations of single-model architecture in capturing the multi-dimensional characteristics of network traffic. The CNN module extracts spatial features by identifying local patterns in traffic feature matrices, such as correlations between protocol types, port numbers, and packet lengths; the LSTM network leverages its gating mechanism to capture short-term temporal dependencies, effectively recognizing time-series patterns in sequential traffic data like the periodicity of DDoS attack flows; the Transformer, through its multi-head self-attention mechanism, models long-range sequence dependencies, enabling the detection of complex attack patterns with scattered or delayed behavioral clues across extended time windows. The model is trained and evaluated using the CICIDS2017 dataset, which includes diverse attack types (e.g., DoS, DDoS, web attacks, botnet activities) and normal traffic, ensuring comprehensive validation. Experimental results show that the proposed model outperforms traditional machine learning models (e.g., SVM, Random Forest) and single deep learning models (e.g., standalone CNN or LSTM) in key metrics such as accuracy, precision, and recall, with particularly strong performance in detecting sophisticated attacks like zero-day threats and multi-stage intrusions. These findings not only validate the effectiveness of integrating spatial, temporal, and long-range dependency modeling for intrusion detection but also highlight the potential of deep learning techniques in enhancing the robustness of network security systems, providing valuable insights for optimizing hybrid model architectures and expanding detection capabilities in dynamic network environments.",https://openalex.org/W4414701744,retrieved_openalex_metadata,,,"The abstract claims performance on sophisticated and zero-day threats, but reports a CICIDS2017 architecture comparison without a defined unseen-class or deployment-front protocol.",KSS,not_assigned,,,exclude_at_title_abstract,no_deployment_relevance,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,no_deployment_relevance
TA087,GS088,90,A comparison of neural -network -based intrusion detection against signature-based detection in IoT networks,"M Schrötter, A Niemann, B Schnor",2024,,https://www.mdpi.com/2078-2489/15/3/164,journal-article,Information,"Over the last few years, a plethora of papers presenting machine-learning-based approaches for intrusion detection have been published. However, the majority of those papers do not compare their results with a proper baseline of a signature-based intrusion detection system, thus violating good machine learning practices. In order to evaluate the pros and cons of the machine-learning-based approach, we replicated a research study that uses a deep neural network model for intrusion detection. The results of our replicated research study expose several systematic problems with the used datasets and evaluation methods. In our experiments, a signature-based intrusion detection system with a minimal setup was able to outperform the tested model even under small traffic changes. Testing the replicated neural network on a new dataset recorded in the same environment with the same attacks using the same tools showed that the accuracy of the neural network dropped to 54%. Furthermore, the often-claimed advantage of being able to detect zero-day attacks could not be seen in our experiments.",https://openalex.org/W4392851481,retrieved_openalex_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA088,GS091,93,Deep learning -based anomaly detection and log analysis for computer networks,"S Wang, R Jiang, Z Wang, Y Zhou",2024,10.48550/arXiv.2407.05639,https://arxiv.org/abs/2407.05639,posted-content,arXiv preprint arXiv:2407.05639,"Computer network anomaly detection and log analysis, as an important topic in the field of network security, has been a key task to ensure network security and system reliability. First, existing network anomaly detection and log analysis methods are often challenged by high-dimensional data and complex network topologies, resulting in unstable performance and high false-positive rates. In addition, traditional methods are usually difficult to handle time-series data, which is crucial for anomaly detection and log analysis. Therefore, we need a more efficient and accurate method to cope with these problems. To compensate for the shortcomings of current methods, we propose an innovative fusion model that integrates Isolation Forest, GAN (Generative Adversarial Network), and Transformer with each other, and each of them plays a unique role. Isolation Forest is used to quickly identify anomalous data points, and GAN is used to generate synthetic data with the real data distribution characteristics to augment the training dataset, while the Transformer is used for modeling and context extraction on time series data. The synergy of these three components makes our model more accurate and robust in anomaly detection and log analysis tasks. We validate the effectiveness of this fusion model in an extensive experimental evaluation. Experimental results show that our model significantly improves the accuracy of anomaly detection while reducing the false alarm rate, which helps to detect potential network problems in advance. The model also performs well in the log analysis task and is able to quickly identify anomalous behaviors, which helps to improve the stability of the system. The significance of this study is that it introduces advanced deep learning techniques, which work anomaly detection and log analysis.",https://openalex.org/W4400480967,retrieved_openalex_metadata,,,"The retrieved record is a preprint, SSRN item, repository work, or other record without a verified final peer-reviewed publication.",KSS,not_assigned,,,exclude_at_title_abstract,not_final_peer_reviewed_publication,KSS confirmed the advisory recommendation.,exclude_at_title_abstract,not_final_peer_reviewed_publication
TA089,IX006,6,Zero-Day Attack Detection in IoT Networks Using a Residual Vision Transformer-Based Approach With Zero-Shot Learning,Komcharn Nitrat; Nopparuj Suetrong; Natthanan Promsuk,2025,10.1109/ojcoms.2025.3604826,https://ieeexplore.ieee.org/document/11151630,journal-article,IEEE Open Journal of the Communications Society,"The widespread adoption of Internet of Things (IoT) devices across domains ranging from domestic to industrial applications has increasingly made them attractive targets for sophisticated malware attacks. Due to their reliance on existing attack signatures, conventional Network-based Intrusion Detection Systems (NIDS), which are used by many IoT devices with low computational resources, have difficulties detecting zero-day malware. Therefore, this research proposed a hybrid Deep Learning (DL)-based model, named Contour Zero-day – Residual Vision Transformer (CZ-ResViT), which addresses the limitations of conventional detection techniques by transforming network traffic into contour images derived from correlation matrices, thereby facilitating an effective visual representation of malware behavior suitable for DL models. The hybrid architecture integrates local spatial features of the deep Residual Network (ResNet) with global context understanding of the Vision Transformer (ViT). To simulate zero-day attack scenarios, the CZ-ResViT model is tested using a zero-shot learning strategy on the CIC IoT 2023 and IoTID20 datasets after having been trained on the IoT-23 dataset. Contour images achieved over 90% accuracy in malware classification compared to binary representations. In zero-day scenarios, CZ-ResViT achieved 82% accuracy on CIC IoT 2023 and 81% on IoTID20, outperforming other DL models and demonstrating greater resilience and generalization.",https://openalex.org/W4413977850,retrieved_openalex_metadata,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA090,CR031,,Cross-Dataset Temporal and Semantic Generalization of Intrusion Detection Models for the Future Internet,"Elangovan, Rajesh and Parthasarathy, Durga Devi and Jawahar, M. and Kaliyaperumal, Prabu and Balusamy, Balamurugan and Yogarayan, Sumendra and Venkatesan, Vivek",2026,10.3390/fi18040194,https://doi.org/10.3390/fi18040194,journal-article,Future Internet,"The increasing heterogeneity of cloud, enterprise, and Internet of Things (IoT) environments raises concerns about the long-term reliability of machine-learning-based intrusion detection systems (IDSs). This study evaluates temporal robustness and cross-domain generalization using four publicly available datasets collected between 2017 and 2024. Five representative models--Random Forest, Gradient Boosting, Multi-Layer Perceptron, Autoencoder, and a lightweight 1D-CNN--are assessed under in-dataset, forward temporal, enterprise-to-IoT transfer, and dataset-agnostic evaluation protocols without retraining. In the dataset evaluation, models achieve Macro-F1 scores between 0.84 and 0.96. However, forward temporal testing reveals consistent degradation, with performance reductions reaching F1 0.20�0.27 when models trained on 2017 enterprise traffic are applied to IoT datasets from 2023 to 2024. Under cross-domain transfer, Macro-F1 decreases to 0.69�0.78, and benign false-positive rates increase up to 0.30, indicating substantial sensitivity to traffic distribution shifts. Tree-based ensemble models show comparatively lower degradation (6�23%) and reduced performance variance across datasets. Semantic feature analysis further indicates that flow intensity and temporal activity features exhibit higher cross-dataset stability than protocol-dependent indicators. These findings demonstrate that IDS robustness in evolving Internet environments depends strongly on evaluation methodology and feature stability, highlighting the need for generalization-oriented assessment strategies.",local:paper_text/R11.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA091,CR027,,Trustworthy Adaptive AI for Real-Time Intrusion Detection in Industrial IoT Security,"Al Rawajbeh, Mohammad and Maria Soosai, Amala Jayanthi and Ramasamy, Lakshmana Kumar and Khan, Firoz",2025,10.3390/iot6030053,https://doi.org/10.3390/iot6030053,journal-article,IoT,"Traditional security methods fail to match the speed of evolving threats because Industrial Internet of Things (IIoT) technologies have become more widely adopted. A lightweight adaptive AI-based intrusion detection system (IDS) for IIoT environments is presented in this paper. The proposed system detects cyber threats in real time through an ensemble of online learning models that also adapt to changing network behavior. The system implements SHAP (SHapley Additive exPlanations) for model prediction explanations to allow human operators to verify and understand alert causes while addressing the essential need for trust and transparency. The system validation was performed using the ToN_IoT and Bot-IoT benchmark datasets. The proposed system detects threats with 96.4% accuracy while producing 2.1% false positives and requiring 35 ms on average for detection on edge devices with limited resources. Security analysts can understand model decisions through SHAP analysis because packet size and protocol type and device activity patterns strongly affect model predictions. The system underwent testing on a Raspberry Pi 5-based IIoT testbed to evaluate its deployability in real-world scenarios through emulation of practical edge environments with constrained computational resources. The research unites realtime adaptability with explainability and low-latency performance in an IDS framework specifically designed for industrial IoT security. The solution provides a scalable method to boost cyber resilience in manufacturing, together with energy and critical infrastructure sectors. By enabling fast, interpretable, and low-latency intrusion detection directly on edge devices, this solution enhances cyber resilience in critical sectors such as manufacturing, energy, and infrastructure, where timely and trustworthy threat responses are essential to maintaining operational continuity and safety.",local:paper_text/R32.txt,retrieved_local_full_text_explicit_abstract_marker,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KLL,include_for_full_text,,KLL confirmed the advisory recommendation.,not_assigned,,,include_for_full_text,
TA092,CR032,,"FORT-IDS: a federated, optimized, robust and trustworthy intrusion detection system for IIoT security","Mazroa, Alanoud Al",2026,10.1038/s41598-025-31025-x,https://doi.org/10.1038/s41598-025-31025-x,journal-article,Scientific Reports,"Intrusion Detection Systems are essential for securing both IoT and enterprise networks, yet models that appear nearly perfect on in domain tests often collapse under cross domain evaluation. This generalization gap have limited the operational reliability and slowed the adoption. We present FORT-IDS, a Federated, Optimized, Robust and Trustworthy multi phase framework that unifies cross domain assessment, adversarial hardening and explainable artificial intelligence within a single adaptive pipeline. FORT-IDS follows a five stage flow. First, it reduces drift by aligning heterogeneous feature spaces through lightweight mapping and normalization. Second, it applies SHAP and LIME to reveal unstable features whose attributions vary across sites or time. Third, it targets those features with adversarial augmentation and focused retraining to reshape brittle decision boundaries. Fourth, it is aggregating the clients update via adaptive attention weighted federated learning so that higher quality contributions exert greater influence while privacy is preserved. Fifth, it employs continual replay to retain corrective updates, preventing forgetting across rounds. We evaluate on UNSW-NB15 with 93,000 samples and 45 features and on DDoS Botnet IoT with 1.9 million samples and 30 features. Class imbalance is mitigated with SMOTE applied only to the training partitions. Baselines achieve F1 scores: Logistic Regression 0.80; Random Forest 0.91; MLP 0.95. Cross-dataset transfer remains asymmetric in training on DDoS and testing on UNSW yields F1 = 0.39, while the training on UNSW and testing on DDoS have reached F1 = 0.99. Advanced models improve in-dataset results: Graph Neural Networks reach 1.00 on DDoS and 0.91 on UNSW, surpassing CNN at 0.85 and LSTM at 0.82. SMOTE balances labels within the source training data only, so cross-dataset asymmetry can persist. By turning explanations into robustness actions and preserving them through federation and replay, FORT-IDS narrows the gap between lab performance and dependable deployment in dynamic IIoT and enterprise environments.",local:paper_text/R9.txt,retrieved_local_full_text_publisher_first_page_abstract,,,Advance because the title and abstract provide an explicit deployment-front signal recorded in agent_eligibility_signals. Eligibility and evidence quality still require full-text confirmation.,KSS,not_assigned,,,include_for_full_text,,KSS confirmed the advisory recommendation.,include_for_full_text,
TA093,GS032,33,NIDS Neural Networks Using Sliding Time Window Data Processing with Trainable Activations and its Generalization Capability,"A Raskovalov, N Gabdullin, I Androsov",2024,10.48550/arXiv.2410.18658,https://arxiv.org/abs/2410.18658,posted-content,arXiv preprint arXiv:2410.18658,"This paper presents neural networks for network intrusion detection systems (NIDS), that operate on flow data preprocessed with a time window. It requires only eleven features which do not rely on deep packet inspection and can be found in most NIDS datasets and easily obtained from conventional flow collectors. The time window aggregates information with respect to hosts facilitating the identification of flow signatures that are missed by other aggregation methods. Several network architectures are studied and the use of Kolmogorov-Arnold Network (KAN)-inspired trainable activation functions that help to achieve higher accuracy with simpler network structure is proposed. The reported training accuracy exceeds 99% for the proposed method with as little as twenty neural network input features. This work also studies the generalization capability of NIDS, a crucial aspect that has not been adequately addressed in the previous studies. The generalization experiments are conducted using CICIDS2017 dataset and a custom dataset collected as part of this study. It is shown that the performance metrics decline significantly when changing datasets, and the reduction in performance metrics can be attributed to the difference in signatures of the same type flows in different datasets, which in turn can be attributed to the differences between the underlying networks. It is shown that the generalization accuracy of some neural networks can be very unstable and sensitive to random initialization parameters, and neural networks with fewer parameters and well-tuned activations are more stable and achieve higher accuracy.",https://openalex.org/W4404310901,retrieved_openalex_metadata,,,"The retrieved record is a preprint, SSRN item, repository work, or other record without a verified final peer-reviewed publication.",KLL,exclude_at_title_abstract,not_final_peer_reviewed_publication,KLL confirmed the advisory recommendation.,not_assigned,,,exclude_at_title_abstract,not_final_peer_reviewed_publication
