source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,normalized_title,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,deduplication_status,deduplication_notes
IX005,5,Bayesian Neural Network Uncertainty Estimation for Detecting Adversarial Attacks on Network Intrusion Detection Systems,Kaustubh Bahl; Amit Praseed,2025,10.1109/ictest64710.2025.11042826,https://ieeexplore.ieee.org/document/11042826,proceedings-article,2025 2nd International Conference on Trends in Engineering Systems and Technologies (ICTEST),bayesian neural network uncertainty estimation for detecting adversarial attacks on network intrusion detection systems,,,,no_automatic_match,
IX006,6,Zero-Day Attack Detection in IoT Networks Using a Residual Vision Transformer-Based Approach With Zero-Shot Learning,Komcharn Nitrat; Nopparuj Suetrong; Natthanan Promsuk,2025,10.1109/ojcoms.2025.3604826,https://ieeexplore.ieee.org/document/11151630,journal-article,IEEE Open Journal of the Communications Society,zero day attack detection in iot networks using a residual vision transformer based approach with zero shot learning,,,,no_automatic_match,
IX007,7,Innovative Defense: Deep Learning-Powered Intrusion Detection for IoT Networks,Adel Binbusayyis,2025,10.1109/access.2025.3542275,https://ieeexplore.ieee.org/document/10887228,journal-article,IEEE Access,innovative defense deep learning powered intrusion detection for iot networks,,,,no_automatic_match,
IX008,8,A Hybrid Deep Learning Model for Network Intrusion Detection System Using Seq2Seq and ConvLSTM-Subnets,S. Hariharan; Y. Annie Jerusha; G. Suganeshwari; S. P. Syed Ibrahim; Uday Tupakula; Vijay Varadharajan,2025,10.1109/access.2025.3541399,https://ieeexplore.ieee.org/document/10883985,journal-article,IEEE Access,a hybrid deep learning model for network intrusion detection system using seq2seq and convlstm subnets,DOI_DUP_011,TITLE_DUP_003,,candidate_duplicate,exact DOI candidate with GS087 | normalized-title candidate with GS087
IX009,9,A Survey on the Applications of Deep Learning in Network Intrusion Detection Systems to Enhance Network Security,Fatima M. Anis; Maryam Alabdullatif; Sarah Aljbli; Mohammad Hammoudeh,2025,10.1109/access.2025.3624952,https://ieeexplore.ieee.org/document/11215731,journal-article,IEEE Access,a survey on the applications of deep learning in network intrusion detection systems to enhance network security,DOI_DUP_014,TITLE_DUP_005,,candidate_duplicate,exact DOI candidate with GS011 | normalized-title candidate with GS011
IX010,10,The Missing Link in Network Intrusion Detection: Taking AI/ML Research Efforts to Users,Katharina Dietz; Michael Mühlhauser; Jochen Kögel; Stephan Schwinger; Marleen Sichermann; Michael Seufert; Dominik Herrmann; Tobias Hoßfeld,2024,10.1109/access.2024.3406939,https://ieeexplore.ieee.org/document/10540566,journal-article,IEEE Access,the missing link in network intrusion detection taking ai ml research efforts to users,,,,no_automatic_match,
IX011,11,Deep Learning-Based Autonomous Anomaly Detection for Security in SDN-IoT Networks,Tharindu Lakshan Yasarathna; Madhusanka Liyanage; Nhien-An Le-Khac,2025,10.1109/ojcoms.2025.3610365,https://ieeexplore.ieee.org/document/11165121,journal-article,IEEE Open Journal of the Communications Society,deep learning based autonomous anomaly detection for security in sdn iot networks,,,,no_automatic_match,
IX012,,Few-Shot Class-Incremental Learning for Network Intrusion Detection Systems,"Di Monda, Davide and Montieri, Antonio and Persico, Valerio and Voria, Pasquale and De Ieso, Matteo and Pescapè, Antonio",2024,10.1109/ojcoms.2024.3481895,https://doi.org/10.1109/OJCOMS.2024.3481895,journal-article,IEEE Open Journal of the Communications Society,few shot class incremental learning for network intrusion detection systems,,,,no_automatic_match,
IX013,,A Cross-Domain Intrusion Detection Method Based on Nonlinear Augmented Explicit Features,"Yu, Xu and Lu, Yan and Jiang, Feng and Hu, Qiang and Du, Junwei and Gong, Dunwei",2025,10.1109/tnsm.2024.3444909,https://doi.org/10.1109/TNSM.2024.3444909,journal-article,IEEE Transactions on Network and Service Management,a cross domain intrusion detection method based on nonlinear augmented explicit features,,,,no_automatic_match,
IX014,,Toward Open-World Network Intrusion Detection via Open Recognition and Inspection,"Du, Lei and Chai, Yuhan and Jia, Yan and Fang, Binxing and Li, Hao and Gu, Zhaoquan",2025,10.1109/tifs.2025.3608666,https://doi.org/10.1109/TIFS.2025.3608666,journal-article,IEEE Transactions on Information Forensics and Security,toward open world network intrusion detection via open recognition and inspection,,,,no_automatic_match,
IX015,15,A Big Data Framework for Scalable and Cross-Dataset Capable Machine Learning in Network Intrusion Detection Systems,Vinicius M. de Oliveira; Henrique M. de Oliveira; Gabriel M. Santos; Jhonatan Geremias; Eduardo K. Viegas,2025,10.1109/access.2025.3589872,https://ieeexplore.ieee.org/document/11082153,journal-article,IEEE Access,a big data framework for scalable and cross dataset capable machine learning in network intrusion detection systems,DOI_DUP_013,TITLE_DUP_001,,candidate_duplicate,exact DOI candidate with GS013 | normalized-title candidate with GS013
IX016,,Class Incremental Learning for Network-Agnostic Intrusion Detection Systems,"Cerasuolo, Francesco and Bovenzi, Giampaolo and Montieri, Antonio and Pescapè, Antonio",2025,10.1109/rtsi64020.2025.11212335,https://doi.org/10.1109/RTSI64020.2025.11212335,proceedings-article,2025 IEEE 9th Forum on Research and Technologies for Society and Industry Innovation (RTSI),class incremental learning for network agnostic intrusion detection systems,,,,no_automatic_match,
IX017,,Calibrated Uncertainty Estimation for Trustworthy Deep IoT Attack Detection,"Pal, Biprodip and Islam, Md. Saiful and Liew, Alan Wee-Chung",2025,10.1109/tdsc.2025.3598350,https://doi.org/10.1109/TDSC.2025.3598350,journal-article,IEEE Transactions on Dependable and Secure Computing,calibrated uncertainty estimation for trustworthy deep iot attack detection,,,,no_automatic_match,
IX018,,Trustable Network Intrusion Detection System through Wisdomnet and Uncertainty Measures,"Vij, Abhinav and Tran, Hai-Anh and Tran, Truong X.",2024,10.1109/lcn60385.2024.10639737,https://doi.org/10.1109/LCN60385.2024.10639737,proceedings-article,2024 IEEE 49th Conference on Local Computer Networks (LCN),trustable network intrusion detection system through wisdomnet and uncertainty measures,,,,no_automatic_match,
ACM001,1,Multi-Stage Enhanced Zero Trust Intrusion Detection System for Unknown Attack Detection in Internet of Things and Traditional Networks,Malek Al-Zewairi; Sufyan Almajali; Moussa Ayyash; Mohamed Rahouti; Fernando Martinez; Nordine Quadar,2025,10.1145/3725216,https://dl.acm.org/doi/10.1145/3725216,journal-article,ACM Transactions on Privacy and Security,multi stage enhanced zero trust intrusion detection system for unknown attack detection in internet of things and traditional networks,,,,no_automatic_match,
ACM002,2,Adaptive Network Intrusion Detection Systems Against Performance Degradation via Model Agnostic Meta-Learning,Goktug Ekinci; Alexandre Broggi; Lance Fiondella; Nathaniel D. Bastian; Gokhan Kul,2024,10.1145/3689935.3690396,https://dl.acm.org/doi/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th ACM Workshop on Adaptive and Autonomous Cyber Defense,adaptive network intrusion detection systems against performance degradation via model agnostic meta learning,DOI_DUP_019,TITLE_DUP_008,,candidate_duplicate,exact DOI candidate with GS070 | normalized-title candidate with GS070
ACM003,3,LNNIDS: A Hybrid Liquid Neural Network based IDS for Known and Unknown IoT Attacks,Rakesh Kumar; Mayank Swarnkar; Manmeet Muskan,2025,10.1145/3771739,https://dl.acm.org/doi/10.1145/3771739,journal-article,ACM Transactions on Internet Technology,lnnids a hybrid liquid neural network based ids for known and unknown iot attacks,,,,no_automatic_match,
ACM004,4,GNN-IDS: Graph Neural Network based Intrusion Detection System,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,10.1145/3664476.3664515,https://dl.acm.org/doi/10.1145/3664476.3664515,proceedings-article,"Proceedings of the 19th International Conference on Availability, Reliability and Security",gnn ids graph neural network based intrusion detection system,,,,no_automatic_match,
ACM005,5,FedNIDS: A Federated Learning Framework for Packet-Based Network Intrusion Detection System,Quoc H. Nguyen; Soumyadeep Hore; Ankit Shah; Trung Le; Nathaniel D. Bastian,2025,10.1145/3696012,https://dl.acm.org/doi/10.1145/3696012,journal-article,Digital Threats: Research and Practice,fednids a federated learning framework for packet based network intrusion detection system,,,,no_automatic_match,
ACM006,,Open Set Dandelion Network for IoT Intrusion Detection,"Wu, Jiashu and Dai, Hao and Kent, Kenneth B. and Yen, Jerome and Xu, Chengzhong and Wang, Yang",2024,10.1145/3639822,https://doi.org/10.1145/3639822,journal-article,ACM Transactions on Internet Technology,open set dandelion network for iot intrusion detection,,,,no_automatic_match,
SD001,1,Wasserstein distance guided feature Tokenizer transformer domain adaptation for network intrusion detection,Hongpo Zhang; Zhaozhe Zhang; Haizhaoyang Huang; Hehe Yang,2025,10.1016/j.cose.2025.104562,https://www.sciencedirect.com/science/article/pii/S0167404825002512,journal-article,Computers & Security,wasserstein distance guided feature tokenizer transformer domain adaptation for network intrusion detection,DOI_DUP_008,TITLE_DUP_024,,candidate_duplicate,exact DOI candidate with GS066 | normalized-title candidate with GS066
SD002,2,AIS-NIDS: An intelligent and self-sustaining network intrusion detection system,Yasir Ali Farrukh; Syed Wali; Irfan Khan; Nathaniel D. Bastian,2024,10.1016/j.cose.2024.103982,https://www.sciencedirect.com/science/article/pii/S0167404824002876,journal-article,Computers & Security,ais nids an intelligent and self sustaining network intrusion detection system,,,,no_automatic_match,
SD003,3,A sequential deep learning framework for a robust and resilient network intrusion detection system,Soumyadeep Hore; Jalal Ghadermazi; Ankit Shah; Nathaniel D. Bastian,2024,10.1016/j.cose.2024.103928,https://www.sciencedirect.com/science/article/pii/S0167404824002311,journal-article,Computers & Security,a sequential deep learning framework for a robust and resilient network intrusion detection system,DOI_DUP_007,TITLE_DUP_004,,candidate_duplicate,exact DOI candidate with GS002 | normalized-title candidate with GS002
SD004,4,Deep learning-driven methods for network-based intrusion detection systems: A systematic review,Ramya Chinnasamy; Malliga Subramanian; Sathishkumar Veerappampalayam Easwaramoorthy; Jaehyuk Cho,2025,10.1016/j.icte.2025.01.005,https://www.sciencedirect.com/science/article/pii/S2405959525000050,journal-article,ICT Express,deep learning driven methods for network based intrusion detection systems a systematic review,,,,no_automatic_match,
SD005,5,Evaluating and enhancing intrusion detection systems in IoMT: The importance of domain-specific datasets,Jordi Doménech; Olga León; Muhammad Shuaib Siddiqui; Josep Pegueroles,2025,10.1016/j.iot.2025.101631,https://www.sciencedirect.com/science/article/pii/S2542660525001453,journal-article,Internet of Things,evaluating and enhancing intrusion detection systems in iomt the importance of domain specific datasets,,,,no_automatic_match,
SD006,6,Boosting Cybersecurity: A Zero-Day Attack Detection Approach Using Equilibrium Optimiser with Deep Learning Model,Mona Almofarreh; Amnah Alshahrani; Nouf Helal Alharbi; Ahmed Omer Ahmed; Hussain Alshahrani; Abdulrahman Alzahrani; Mohammed Mujib Alshahrani; Asma A. Alhashmi,2025,10.32604/cmes.2025.070545,https://www.sciencedirect.com/org/science/article/pii/S1526149225003959,journal-article,Computer Modeling in Engineering & Sciences,boosting cybersecurity a zero day attack detection approach using equilibrium optimiser with deep learning model,,,,no_automatic_match,
SD007,7,Exploring Graph Neural Networks for Robust Network Intrusion Detection,Sarika Saxena; Jyoti Grover; Sunita Singhal,2025,10.1016/j.procs.2025.04.618,https://www.sciencedirect.com/science/article/pii/S1877050925017223,journal-article,Procedia Computer Science,exploring graph neural networks for robust network intrusion detection,,,,no_automatic_match,
SD008,8,"Adaptable, incremental, and explainable network intrusion detection systems for internet of things",Francesco Cerasuolo; Giampaolo Bovenzi; Domenico Ciuonzo; Antonio Pescapè,2025,10.1016/j.engappai.2025.110143,https://www.sciencedirect.com/science/article/pii/S0952197625001435,journal-article,Engineering Applications of Artificial Intelligence,adaptable incremental and explainable network intrusion detection systems for internet of things,,,,no_automatic_match,
SD009,9,An active learning framework using deep Q-network for zero-day attack detection,Yali Wu; Yanghu Hu; Junhu Wang; Mengqi Feng; Ang Dong; Yanxi Yang,2024,10.1016/j.cose.2024.103713,https://www.sciencedirect.com/science/article/pii/S0167404824000142,journal-article,Computers & Security,an active learning framework using deep q network for zero day attack detection,DOI_DUP_006,TITLE_DUP_009,,candidate_duplicate,exact DOI candidate with GS061 | normalized-title candidate with GS061
SD010,10,Deep Q-learning intrusion detection system (DQ-IDS): A novel reinforcement learning approach for adaptive and self-learning cybersecurity,Md. Alamgir Hossain,2025,10.1016/j.icte.2025.05.007,https://www.sciencedirect.com/science/article/pii/S2405959525000694,journal-article,ICT Express,deep q learning intrusion detection system dq ids a novel reinforcement learning approach for adaptive and self learning cybersecurity,,,,no_automatic_match,
SD011,,FedMSE: Semi-supervised federated learning approach for IoT network intrusion detection,"Nguyen, Van Tuan and Beuran, Razvan",2025,10.1016/j.cose.2025.104337,https://doi.org/10.1016/j.cose.2025.104337,journal-article,Computers & Security,fedmse semi supervised federated learning approach for iot network intrusion detection,,,,no_automatic_match,
SD012,,TICPS: A trustworthy collaborative intrusion detection framework for industrial cyber-physical systems,"Zhu, Lingzi and Zhao, Bo and Li, Weidong and Wang, Yixuan and An, Yang",2024,10.1016/j.adhoc.2024.103517,https://doi.org/10.1016/j.adhoc.2024.103517,journal-article,Ad Hoc Networks,ticps a trustworthy collaborative intrusion detection framework for industrial cyber physical systems,,,,no_automatic_match,
SD013,,nNFST: A single-model approach for multiclass novelty detection in network intrusion detection systems,"Nguyen, Xuan-Ha and Le, Kim-Hung",2025,10.1016/j.jnca.2025.104128,https://doi.org/10.1016/j.jnca.2025.104128,journal-article,Journal of Network and Computer Applications,nnfst a single model approach for multiclass novelty detection in network intrusion detection systems,,,,no_automatic_match,
SD014,,Multi-source refined adversarial domain adaptation with transfer complementarity infusion for IoT intrusion detection under limited samples,"Li, Kehong and Ma, Wengang and Duan, Huawei and Xie, Han",2024,10.1016/j.eswa.2024.124352,https://doi.org/10.1016/j.eswa.2024.124352,journal-article,Expert Systems with Applications,multi source refined adversarial domain adaptation with transfer complementarity infusion for iot intrusion detection under limited samples,,,,no_automatic_match,
SD015,,Towards trustworthy cybersecurity operations using Bayesian Deep Learning to improve uncertainty quantification of anomaly detection,"Yang, Tengfei and Qiao, Yuansong and Lee, Brian",2024,10.1016/j.cose.2024.103909,https://doi.org/10.1016/j.cose.2024.103909,journal-article,Computers & Security,towards trustworthy cybersecurity operations using bayesian deep learning to improve uncertainty quantification of anomaly detection,,,,no_automatic_match,
SD016,,TriHID: Towards verifiable domain adaptation-based IoT intrusion detection in heterogeneous environment,"Wu, Jiashu and Wang, Yang",2026,10.1016/j.eswa.2025.129543,https://doi.org/10.1016/j.eswa.2025.129543,journal-article,Expert Systems with Applications,trihid towards verifiable domain adaptation based iot intrusion detection in heterogeneous environment,,,,no_automatic_match,
SD017,,A novel open set Energy-based Flow Classifier for Network Intrusion Detection,"Souza, Manuela M.C. and Pontes, Camila T. and Gondim, João J.C. and Garcia, Luís P.F. and DaSilva, Luiz and Cavalcante, Eduardo F.M. and Marotta, Marcelo A.",2025,10.1016/j.cose.2025.104569,https://doi.org/10.1016/j.cose.2025.104569,journal-article,Computers & Security,a novel open set energy based flow classifier for network intrusion detection,,,,no_automatic_match,
SD018,18,Intrusion detection in Software-Defined Networking using hybrid Bayesian model averaging for reliable uncertainty quantification,Yasmine Medjadba; Hamza Drid; Mohamed Rahouti,2025,10.1016/j.comnet.2025.111436,https://www.sciencedirect.com/science/article/pii/S1389128625004037,journal-article,Computer Networks,intrusion detection in software defined networking using hybrid bayesian model averaging for reliable uncertainty quantification,,,,no_automatic_match,
SL001,1,NIDS-APNHA: a transfer learning based network intrusion detection system with alert prioritization and network harmony analysis,Sherin R. C. Jeyavim; Parkavi K.,2025,10.1007/s10586-025-05780-5,https://link.springer.com/article/10.1007/s10586-025-05780-5,journal-article,Cluster Computing,nids apnha a transfer learning based network intrusion detection system with alert prioritization and network harmony analysis,,,,no_automatic_match,
SL002,2,Design and validation of a deep learning-based network intrusion detection algorithm,Dai Wanchang; Liu Yingfang; Diao Qi,2026,10.1007/s44163-026-00958-1,https://link.springer.com/article/10.1007/s44163-026-00958-1,journal-article,Discover Artificial Intelligence,design and validation of a deep learning based network intrusion detection algorithm,DOI_DUP_005,TITLE_DUP_014,,candidate_duplicate,exact DOI candidate with GS067 | normalized-title candidate with GS067
SL003,4,A comprehensive defense approach of deep learning-based NIDS against adversarial attacks,Barik Kousik; Misra Sanjay,2025,10.1007/s11042-025-21008-5,https://link.springer.com/article/10.1007/s11042-025-21008-5,journal-article,Multimedia Tools and Applications,a comprehensive defense approach of deep learning based nids against adversarial attacks,,,,no_automatic_match,
SL004,5,Enhancing network intrusion detection systems with combined network and host traffic features using deep learning: deep learning and IoT perspective,Alars Estabraq Saleem Abduljabbar; Kurnaz Sefer,2024,10.1007/s10791-024-09480-3,https://link.springer.com/article/10.1007/s10791-024-09480-3,journal-article,Discover Computing,enhancing network intrusion detection systems with combined network and host traffic features using deep learning deep learning and iot perspective,DOI_DUP_003,TITLE_DUP_016,,candidate_duplicate,exact DOI candidate with GS100 | normalized-title candidate with GS100
SL005,6,A minimalistic yet effective domain adaptation strategy for IoMT network intrusion detection,Mahbub Mahir; Riasat Md. Tanjib; Hamid Tasnima; Sutradhar Sujon Chandra; Khan Mohammed Shafiul Alam,2026,10.1007/s43926-026-00288-9,https://link.springer.com/article/10.1007/s43926-026-00288-9,journal-article,Discover Internet of Things,a minimalistic yet effective domain adaptation strategy for iomt network intrusion detection,,,,no_automatic_match,
SL006,7,Federated transfer learning for rare attack class detection in network intrusion detection systems,Sri Abhijit Chunduru; Annie Jerusha Y.; Syed Ibrahim S. P.; Varadharajan Vijay,2025,10.1038/s41598-025-02068-x,https://link.springer.com/article/10.1038/s41598-025-02068-x,journal-article,Scientific Reports,federated transfer learning for rare attack class detection in network intrusion detection systems,,,,no_automatic_match,
SL007,9,HEN: a novel hybrid explainable neural network based framework for robust network intrusion detection,Wei Wei; Chen Sijin; Chen Cen; Wang Heshi; Liu Jing; Cheng Zhongyao; Zou Xiaofeng,2024,10.1007/s11432-023-4067-x,https://link.springer.com/article/10.1007/s11432-023-4067-x,journal-article,Science China Information Sciences,hen a novel hybrid explainable neural network based framework for robust network intrusion detection,,,,no_automatic_match,
SL008,10,SHAP Insights into Domain Adaptation in Netflow-Based Network Intrusion Detection Powered by Deep Learning,Pawlicki Marek; Szelest Sebastian; Kozik Rafal; Choraś Michał,2025,10.1007/978-3-032-00644-8_18,https://link.springer.com/chapter/10.1007/978-3-032-00644-8_18,proceedings-article,International Conference on Availability Reliability and Security,shap insights into domain adaptation in netflow based network intrusion detection powered by deep learning,DOI_DUP_002,TITLE_DUP_022,,candidate_duplicate,exact DOI candidate with GS005 | normalized-title candidate with GS005
SL009,11,Neuro-Symbolic Integration for Open Set Recognition in Network Intrusion Detection,Bizzarri Alice; Yu Chung-En; Jalaian Brian; Riguzzi Fabrizio; Bastian Nathaniel D.,2025,10.1007/978-3-031-80607-0_5,https://link.springer.com/chapter/10.1007/978-3-031-80607-0_5,proceedings-article,International Conference of the Italian Association for Artificial Intelligence,neuro symbolic integration for open set recognition in network intrusion detection,DOI_DUP_001,TITLE_DUP_020,,candidate_duplicate,exact DOI candidate with GS051 | normalized-title candidate with GS051
